Reviewer_ID,Reviewer_Type,Location,Date,Product_Name,Price_in_INR,Price_in_EURO,Rating,Review_Title,Review_Text
14304239,Certified Buyer,Pune,"Oct, 2021","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,5,Worth every penny,"Thank you Filpkart.. so fast delivery.. Awasome mobile, nice front and back camera, charging very fast 5 to 100 % in 25 minutes only. Very slim mobile... I loved it."
78902275,Certified Buyer,Ernakulam,"Oct, 2021","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,5,Wonderful,"Good battery back up, amazing display, very nice camera with 4k, super dart charger provides amazing fast charging"
56016753,Certified Buyer,New Delhi,"Oct, 2021","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,5,Best in the market!,Very nice phone ... Super performance... Excellent display .. battery could have been like atleast 4500 mah .. but overall really really good phone ❤️
37546140,Certified Buyer,Silchar,"Nov, 2021","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,1,Horrible,"Camera part is just miserable. Seems like VGA camera. Display is good. But set is no t slim, looks like ply wood piece. Battery getting charged very fast with 65W charger but drains like Bahubali film water fall. Very unhappy. Redmi note series is much better which my wife is using"
97929369,Certified Buyer,Bangarmau,"Sep, 2021","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,4,Really Nice,1.Best in performance2. Best in Camera3. Very Good battery4. Best Super amoled 5. Future proof with 8 5G bandsOver all value for money. I review after 1 month using 29 Aug
32427185,Certified Buyer,Ranchi District,"Oct, 2021","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,5,Perfect product!,Camera quality is super good i really love that❤️ And At all phone is really very good 🔥My suggestion Go for it✌️
19015799,Certified Buyer,Siliguri,11 months ago,"realme GT Master Edition (Luna White, 256 GB)",29999,335.99,5,Mind-blowing purchase,"Wow ,!!!!!! Just Love this mobile Camera quality just awesome ...Full charge in 15 minOtherwise performance  AwesomeLove this Wide Angle camera..Just only downside Macro Camera is not Good as expected ....I'm submitting some pictures of this camera"
14830727,Certified Buyer,Siliguri,"Oct, 2021","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,5,Classy product,"The phone is compact and can be used with a single hand Camera is average, pictures are over saturated and colour reproduction is simply inaccurate,Big problem with Realme phones I guess.A bit disappointed. (iqoo7 and one plus Nord 2 both have better camara and display quality)At this price point I feel it's a bit underwhelming.The design of the phone is definitely a key highlightdisplay is suboptimal with mono speakers, so maybe reconsider that before buying Overall a decent product."
18060636,Certified Buyer,Amravati,"Dec, 2021","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,5,Simply awesome,"Very handy phone.  Display is smooth. Camera is average but  modes are very good.  It's like DSLR.  Night mode is also good. Processor is superb. Battery need few updates.  Charging is magic, 30 min full on... Overall my ratingsGood design is 5/5Good performance is 5/5Camera quality is 4/5Battery is 3.5/5Battery charger speed is 5/5Must buy...  No need to think twice.   My few friends are planning to buy after looking it's camera photos."
18799866,Certified Buyer,Baduria,"Nov, 2021","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,4,Really Nice,Battery lo  good charger very fast best handy phone
45439650,Certified Buyer,Kariamangalam,3 months ago,"realme GT Master Edition (Luna White, 256 GB)",29999,335.99,4,Pretty good,"I have been using this mobile for the past 1 year and hence I am gonna give my detailed review about this phone in terms of performance, durability and updates etc.Pros.1. Charging speed is so good that it will get charged 0 to 100% in notime, thanks to 65watts charger.2. It has 3.5mm audio jack which is providing a good music experience.3. The amoled display is bliss.4. I have installed around 135 apps and there is not traces of lagging or what so ever. 5. Decent RAM management for han..."
40456290,Certified Buyer,Jagatsinghapur,11 months ago,"realme GT Master Edition (Luna White, 256 GB)",29999,335.99,5,Must buy!,#O realme Gt master nehi     excellent master hai         @  I like it phone                This phone is very slim body😍& light weight                     Look like wow fantastic ❤️
70671720,Certified Buyer,Ranipet District,"Feb, 2022","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,5,Fabulous!,"I'm writing this review after using this mobile more than 15 day's of usage😊I got it this mobile in offer period with 22k for 8gb/256gb model😜 it was very good deal😉Pros😎1)This mobile battery backup its getting around 17 to 18hrs with normal usage, for medium usage get around 12 to 13hrs, heavy usage 8 to 9hrs.Charging time just 31min for full charge from 1 to 100%.I played PUBG with HDR high graphics 60fbs mode with 100% battery backup. after I played continuously 7hrs then batte..."
97371749,Certified Buyer,Rourkela,"Nov, 2021","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,4,Delightful,"Pros:-1.Display is best in class and outdoor visibility is also best.2. Design language is also best voyager grey colour is unique and design is like a suitcase type.3. Realme UI is butter like smooth no lagging issue found using almost from the 20days .4. In display fingerprint sensor working fast.5. It's support 4g+, it's a great feature like carrier aggregation better network stability.6. I am not gamer but install NFS and its plays like butter no lags or frame drop found till .7. ..."
78786768,Certified Buyer,Muzaffarpur District,"Jan, 2022","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,4,Value-for-money,"Screen quality - 10/10  so smoothBattery & charging - 9/10  balanced with blazing fast chargerPerformance - 10/10  Really impressed with optimizationCamera - 7/10  need a lot improvement, but night mode is impressiveBuild quality - 10/10.   It feels premiumRam management - 9/10. Gives awesome optimizationOverall a good phone with compact design, easy to use by one hand.AFTER 1 WEEKBattery draining,  it gives me around 6 hrs of heavy multitasking, one can not feel much differenc..."
15748328,Certified Buyer,Mysuru,"Oct, 2021","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,4,Value-for-money,Amazing phone with a good processor and a decent camera.Charging is good but battery backup is average.
65099011,Certified Buyer,Central Delhi,"Oct, 2021","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,5,Classy product,"Super phone at this segment , guys it is a good phone, even it can beat Nord phone :-Processing is very good Charging  superfastCamera good both real and front best part is wide angel which is used during the videosPhone weight is very light, it good for carry Gt mode super for play pubg"
29471337,Certified Buyer,Burdwan,"Oct, 2021","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,3,Fair,"I got this realme GT me in 14.5k with exchange offer. the performance is top notch in that price.pros : great display with true color, 360hz touch sampling rate, good in gaming.cons: build quality is not good, side frame got scratches with a small fall from my hand, but screen didn't get scratch at all, camera quality is not good. realme 8 and realme GT me has same camera setup but skin tone is not good, focus hunting in video mode.carrier aggregation is not there , it cannot use multiple ..."
24995257,Certified Buyer,Barrackpore,"Jan, 2022","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,5,Highly recommended,This is my review after 3 months....if you looking for a budget friendly good  Android then this is the best option... battery backup is good...it takes few times to charge completely.... photos or selfies r very good
72824546,Certified Buyer,Kakkalur,"Aug, 2021","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,5,Simply awesome,"It's really a master design by Naoto Fukasawa.Over a all-rounder smart phone.Loving each and every moment with this phone.In the box: 1: One smart phone 📱2: Type C cabel 3: Sim ejector pin 📍4: realme case Thanks realme & filpkart the packaging, delivery is fabulous."
24500140,Certified Buyer,Durgapur,"Nov, 2021","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,4,Value-for-money,"Overall very good and compact phone but the front camera is not up to the mark. At this price point people deserve better front camera. Redmi Note 10 Pro has only 16 MP front but still able to click good photos. Also ultra wide for front camera is missing. Fast charging is really fast. Those who are looking for big battery life, this is absolutely not for you. Gameing experience is lovely no issues. Front camera is good only in Day light."
14302513,Certified Buyer,Koipady,"Nov, 2021","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,3,Fair,1 bought this phone one month ago performace was very well absolutely good display but I should say one thing the display is not durable my phone fell from my waist height and the display is broken. now I think everyone should change the pre-installed screencard as soon as possible if I had done it wouldn't have happened and my last phone was realme 3 pro it had a better durable display compared to realme gt me I could only imagine how many times it fell from my hand and nothing happend till ...
17990170,Certified Buyer,Bhubaneswar,"Feb, 2022","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,5,Fabulous!,"Price worthy if ordered on offer days, got 8gb 256 gb for 24999Camera and screen if great, not too heavy, feel of the phone is great, looks different. Overall a great phoneAttaching fre camera sample using Macro-camera and normal camera.Editing after 6 months of usage.Edge lighting doesn't work anymore after the realme 13 ui update.Ram expansion (as claimed) is just a marketing scam.Other functions works fine."
52085677,Certified Buyer,Bangalore Urban,"Oct, 2021","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,1,Utterly Disappointed,Master edition is just for a name. Not the best phone of realme brand. Don't rush to buy this product. Not worthy of spending 25k+.Battery charging fast and battery drain very fast.Hope of the product high.but actually product poor .Phone almost feels like ticking all the boxes but in actual it's not the case.Phone design is good.
25718901,Certified Buyer,Barapali,"Dec, 2021","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,5,Best in the market!,"A superb packed phone for all mid budget people.It's a complete package of performance....a well camera super charging ,good software,just loved thisPurchase this after selected Vivo x70pro and now I feels it's really worth it and just loved this divice ..."
62381402,Certified Buyer,Sultanpur,"Jan, 2022","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,5,Brilliant,Camera- best camera in this range better than OnePlus nord 2 .Performance-nodoubt outstanding performance this 778G chipset no lag in BGMI i play everyday 5-6 hr.Battery- okay okay 65 watt charger doesn't feel .Display-emmersive display 120hrtz screen feel that premium ness.I Like Realme Smartphone UI its better than XiaomiBuilt Quality also good
37529725,Certified Buyer,Kanpur,"Oct, 2021","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,5,Worth every penny,The Display is not that bright 🌞😎 but Processor is good .it's is very stable . If you got this phone in a good deal or in sale than go for it or buy latest Neo 2 . Camera can be improved I'm really disappointed ☹️ .1. Light weight and Handy enough you'll enjoy while using .
67031527,Certified Buyer,Madurai,"Feb, 2022","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,4,Worth the money,"1.Performance- Everything is fluid and multi tasking is done very easily. All types of games can be played with good graphics settings.2.Display- It is the most talking point of the mobile and it lives upto the expectation, colours are vibrant brightness is good 120hz panel is very smooth in animations.3.Battery- Battery is on the okish side it would definitely last one day with Normal usage, with heavy gaming and entertainment you would have to charge it in between.Best thing is you get ..."
11569589,Certified Buyer,Raiganj,"Jan, 2022","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,4,Value-for-money,The mobile was very good but firstly give fast updates and there was a camera problem the colour very low light make the camera a bit bright the display is a bit yellowish make it normal by updates and lastly the processor is very good Charing Speed is next level 0-100 full charge in 30 mins give updates first and make the camera and display issue fix and mobile is very good with its unik design
11413543,Certified Buyer,Kavali,"Nov, 2021","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,4,Worth the money,"Pros:1. In-hand feel superb & lite weight, compact too2. No issues in performance3. Decent display & Decent cameras4. Good built quality5. Full charge in just 30minCons:1. No dual speakers but single speaker loud enough2. No Dolby Atmos support but supports hi-res audio"
50420020,Certified Buyer,Bengaluru,"Oct, 2021","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,4,Very Good,"Got this mobile on a nice deal in BB day. First I had slight hesitation in buying realme mobile for a huge price,but the deal was irresistable hence decided to go for it, Camera- One of the best in market for natural light environment at this price.Performance- Top notch, butter smooth in the price range.Battery- Very quick ,though 4k mah ,not much to worry coz of 65W charger.Speaker- Though single speaker, loud enogh.Other positivesLook and feelUI optimization featuresFlip sidesPr..."
40703486,Certified Buyer,Kolkata,"Jan, 2022","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,5,Worth every penny,Nice product best for gaming And very good experience nice zooming photo Some Photo Click From My GT Master Edition
29206296,Certified Buyer,Noida,"Jan, 2022","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,5,Terrific,"If you have got millions buy Apple Samsung Oneplus for 50k or 1L but if you are not brand centric this beauty is for you....I am not full time gamer but I do play games....I am a good photographer (not professional though) but must tell you it is difficult to beat its performence, Processor, Display,Battery, Camera, huge Internal storgae, good RAM management, believe you me do whatever you want with this phone you will not find any dearth."
17910695,Certified Buyer,Durg,"Dec, 2021","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,4,Worth the money,"Great phone to buy under 20k. Great performace, camera, display. Two things which could be better are: speaker (no dual speaker), battery performance (drain very quickly, cannot expect to last more than 12 hours with GPS on)Xiaomi 11 lite ne 5g is too similar, both based on snapdragon 778g chipset. That had some advantage of slimmer size, better display, dual speaker, but lacked in terms of refresh rate.Go for anyone of these if priced below 20k."
63020655,Certified Buyer,Durgapur,"Oct, 2021","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,5,Simply awesome,"Camera quality is great.. awesome display, one can enjoy 120Hz refresh rate but it will cost you less battery backup.Gaming performance is also good but it lag sometimes.Sound quality is need to he improved..Value for money"
91828033,Certified Buyer,Kolkata,"Oct, 2021","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,5,Great product,I'm Very Happy and Satisfy for This Compact Great Product
51812330,Certified Buyer,Dehri,"Nov, 2021","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,4,Delightful,"It's good phone  lovely phone ,camera is good . battery 🔋 is good   very super fast charging display is very good .I like it🥰Tqqq for Realme"
21414162,Certified Buyer,Rajam,"Oct, 2021","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,4,Delightful,Pros..1. Very Handy to hold for long time2. Premium look3. Awesome display4. Face recognition & fingerprint are accurate5. No lagging at all6. 30 min super fast chargingCons..1. Average Cameras both rear and front at this price segment2. Charging life is low but covered with 65W Charge3. Minor heating issue while chargingOverall it's Ok but not the MASTERGood deal if you get @ 16k
67881537,Certified Buyer,Mahindra World City,"Oct, 2021","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,4,Pretty good,"Review based on 10 days usages :- Camera is awesome , good pixel clarity Battery is ok ok but charging is very fast so it is manageableBecause of 8 GB RAM , NO lagging during app switching Look wise it's trendy and gripping is good All together good phone in 20k+ range"
80439745,Certified Buyer,Garhwal District,"Nov, 2021","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,5,Terrific,"Bought this beautiful phone in Diwali Sale (Voyager Grey, 8+256 GB) after lots of research and reviews over internet.It is really a wonderful and power packed phone. Best phone in this price range. Everything is as expected. Display, Camera, Sound, Battery backup, processor and the Realme UI is just awesome. 👌🏻The suitcase design is very attractive and eye catching. 😍Overall the phone is a fully value for money product. In love with it. 💕"
31464851,Certified Buyer,Chennai,"Oct, 2021","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,4,Good quality product,"After 15days use phone was very good , only con is battery life they can fix this in an update. Other things like camera, display, performance are very good at this price point (I bought in BBD's) I like the most is the display and fast charging ,5% to 100% just 30mins to charge very good.... Except battery,I love everything in phone... I'll give 4/5 rating overall, because of battery I gave 4/5."
47005484,Certified Buyer,Vasai Virar,"Jan, 2022","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,5,Perfect product!,"1. BATTERY- Battery Charging and Withstanding hours are Just awesome. 2. CAMERA- Clarity of camera awesome3. WEIGHT- Light weight4. FEATURES- More features. My previous is poco X2 , more features in REALME UI more than Mi UI. Customisation can done as per your need. 5. In offer I get this for 25,000 - worth for money64mp - LeavesSelfie Potrait - Wall sticker"
43834134,Certified Buyer,Gurugram,"Feb, 2022","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,2,Could be way better,"Disappointing.I have been an Android user for almost 11 years now. Have used the following brands - Samsung, Micromax, Honor, Xiaomi and Realme before this phone. I generally don't repeat brands and this was the  first time I repeated a brand due to the excellent performance of my previous realme phone (pro 3). That phone was fast and worked flawlessly over 30 months. Even at 30 months it was giving 24 hours battery backup. I don't play energy intensive games or watch long videos. Apart from..."
87292305,Certified Buyer,Bahraich,"Dec, 2021","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,5,Awesome,Phone is very handy.had some bloatware but it can be uninstalled.camera is very impressive I compared it with my OnePlus 9r nd it was really better than 9r.close shots and night mode were better in op but other images very good in GT
87590376,Certified Buyer,Pune,"Dec, 2021","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,4,Really Nice,"Performance-wise phone is stable SD 778 does its job perfectly for your daily activities, I don't know about gaming performance since I never play games on phones.Battery life is decent it lasts for a typical day but this won't bother you since the charging is super cool fast.Look Wise phone is pretty premium.I got this with a very good exchange offer so bought it otherwise would never have got it considering another option by paying just 2k extra which is Nord 2."
95630869,Certified Buyer,Alappuzha,"Nov, 2021","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,3,Does the job,Here are the problems that I have faced1.The delivery took too long almost 12 days and it's the first time I'm getting something so late.2. Battery is meh. It charges really fast so you probably won't find it that much of a problem. It drains for no reason. Also the phone heats up a lot while charging.3. Touch is not the best. It is responsive but not as good as I thought.The Oled looks great though.
53460426,Certified Buyer,Kakkalapalle,5 months ago,"realme GT Master Edition (Luna White, 256 GB)",29999,335.99,4,Good choice,"Good performanceBuilt quality and looks is goodAvg cameraSuper fast charging and good battery lifeAvg speakerAmoled display is not good, at the time of purchas screen quality is good but after using 6 months its too dully"
50519278,Certified Buyer,Chandigarh,11 months ago,"realme GT Master Edition (Luna White, 256 GB)",29999,335.99,5,Classy product,"The best part about the phone is it's 120 Hz display and it's damn smooth.Apart from it, camera is super amazing and while using the phone it feels like flagship.Once you use this 120Hz, you won't even like best of the best phones with lower refresh rates."
93434238,Certified Buyer,Nagpur,11 months ago,"realme GT Master Edition (Luna White, 256 GB)",29999,335.99,4,Delightful,I purchased in Jan 22 . Phone is good special in light weight and display is awesome .Secondly Camera is nice special front camera truly good and also back camera ..Thirdly battey backup was not ok when I m purchased but right now is too good Lastly overall good package 📦 and recently Android 12 update so that phone 📱 right now much better than before
56064950,Certified Buyer,Noida,11 months ago,"realme GT Master Edition (Luna White, 256 GB)",29999,335.99,4,Value-for-money,"I have been using the phone since December 2021 and would like to provide the below feedback:-1. Excellent 120 hz, full hd amoled display.2. Colors are good. Touch is smooth for daily usage.3. Processor is great for daily use. I am not much into games, so phone is performing very well for me.4. Battery fast charging is a cherry on the cake. Gets fully charged in less than half an hour.5. Gives a full day daily usage with light to medium usage on single charge. 6. Camera is fine and per..."
91096299,Certified Buyer,Ponda,"Mar, 2022","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,5,Terrific,"Good phone. Excellent battery. Camera i would say ok. Charging 0 to 100 in 30 min, clock speed and refresh rate is great. Phone is fast. Realme UI is great"
76224906,Certified Buyer,Mysuru,"Mar, 2022","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,4,Worth the money,"Display is good in the day setting, however in the night mode, the fonts are very bad. Camera is decent. Battery backup comes for a day, good thing is the fast charge adapter, which takes less than 20mins for full charge.Overall decent phone for the price."
30222992,Certified Buyer,Mumbai,"Feb, 2022","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,4,Pretty good,Better than Realme 7pro/8pro atleast in terms of:PerformanceBatteryScreen sizeRefresh rateFront camera is a huge disappointment.Rear camera is good enough but this can't be camera mobile.Not good for heavy Gamer.
19729386,Certified Buyer,Mohammadi,"Feb, 2022","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,5,Worth every penny,Camera is not very good.Battery is just impressive.Display one of the best in this price segment.Charging speed is beast.Although a good buy in this price segment if you are not looking for the very good camera.
93995902,Certified Buyer,Ponnur,"Feb, 2022","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,5,Mind-blowing purchase,Its a fantastic mind blowing phone Zing zing amazing Wonderfu magic in this phone Very very reasonable 5g phone
46282868,Certified Buyer,Porvorim,"Jan, 2022","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,5,Classy product,Excellent phone.Battery is bit less i.e. 4300mah.Front camera is good but not giving  32mp experience performance.Rear camera is too good.Design & Look is premium.Back cover given in box is too sexy.Great features like NFC makes life easier for Debit/Credit card use.
58350233,Certified Buyer,Ballia,"Jan, 2022","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,5,Excellent,"If you can get it around 20-21k it's a very good deal.I watched geekyranjit sir's review and bought this one.Best in the price range. Used redmi note 7 pros for 3 years before buying this and I can say realme UI >>>>> MIUI.As of now, I can say there are no bugs in here. And it's a very lightweight UI.I don't use the camera much but I can say it's capturing great pics. Played BGMI at the highest graphics and there was no lag at all, the gameplay was smooth. Though I am not a heavy gamer.T..."
82690170,Certified Buyer,West Delhi,"Oct, 2021","realme GT Master Edition (Luna White, 256 GB)",29999,335.99,3,Does the job,"Heating issues, battery 🔋 back not good but quick change is very effective , only in 35 minutes Full charge, Camera nice but not as per my expectationsBetter to go for One plus Nord."
